date,team,il_count
2023-09-01,TEX,39
2023-10-01,TEX,32
2024-04-01,TEX,17
2024-05-01,TEX,32
2024-06-01,TEX,34
2024-07-01,TEX,31
2024-08-01,TEX,31
2024-09-01,TEX,35
2024-10-01,TEX,26
2025-04-01,TEX,12
2025-05-01,TEX,28
2025-06-01,TEX,32
2025-07-01,TEX,32
2025-08-01,TEX,35
2025-09-01,TEX,42
2025-10-01,TEX,27
2026-04-01,TEX,19
2015-04-01,TOR,2
2015-05-01,TOR,24
2015-06-01,TOR,29
2015-07-01,TOR,29
2015-08-01,TOR,24
2015-09-01,TOR,25
2015-10-01,TOR,3
2016-04-01,TOR,4
2016-05-01,TOR,14
2016-06-01,TOR,16
2016-07-01,TOR,23
2016-08-01,TOR,31
2016-09-01,TOR,34
2016-10-01,TOR,13
2017-04-01,TOR,4
2017-05-01,TOR,21
2017-06-01,TOR,24
2017-07-01,TOR,31
2017-08-01,TOR,33
2017-09-01,TOR,36
2017-10-01,TOR,8
2018-04-01,TOR,4
2018-05-01,TOR,22
2018-06-01,TOR,25
2018-07-01,TOR,37
2018-08-01,TOR,39
2018-09-01,TOR,41
2018-10-01,TOR,9
2019-04-01,TOR,10
2019-05-01,TOR,24
2019-06-01,TOR,36
2019-07-01,TOR,43
2019-08-01,TOR,39
2019-09-01,TOR,49
2019-10-01,TOR,10
2020-04-01,TOR,1
2020-05-01,TOR,1
2020-06-01,TOR,1
2020-07-01,TOR,3
2020-08-01,TOR,4
2020-09-01,TOR,7
2020-10-01,TOR,3
2021-04-01,TOR,6
2021-05-01,TOR,7
2021-06-01,TOR,36
2021-07-01,TOR,35
2021-08-01,TOR,32
2021-09-01,TOR,36
2021-10-01,TOR,38
2022-04-01,TOR,0
2022-05-01,TOR,39
2022-06-01,TOR,35
2022-07-01,TOR,43
2022-08-01,TOR,39
2022-09-01,TOR,42
2022-10-01,TOR,40
2023-04-01,TOR,7
2023-05-01,TOR,36
2023-06-01,TOR,40
2023-07-01,TOR,37
2023-08-01,TOR,35
2023-09-01,TOR,38
2023-10-01,TOR,18
2024-04-01,TOR,10
2024-05-01,TOR,28
2024-06-01,TOR,31
2024-07-01,TOR,30
2024-08-01,TOR,34
2024-09-01,TOR,36
2024-10-01,TOR,26
2025-04-01,TOR,22
2025-05-01,TOR,36
2025-06-01,TOR,46
2025-07-01,TOR,46
2025-08-01,TOR,46
2025-09-01,TOR,46
2025-10-01,TOR,31
2026-04-01,TOR,20
2015-04-01,WSN,6
2015-05-01,WSN,26
2015-06-01,WSN,36
2015-07-01,WSN,37
2015-08-01,WSN,36
2015-09-01,WSN,38
2015-10-01,WSN,5
2016-04-01,WSN,1
2016-05-01,WSN,23
2016-06-01,WSN,19
2016-07-01,WSN,27
2016-08-01,WSN,31
2016-09-01,WSN,32
2016-10-01,WSN,19
2017-04-01,WSN,1
2017-05-01,WSN,27
2017-06-01,WSN,27
2017-07-01,WSN,36
2017-08-01,WSN,38
2017-09-01,WSN,40
2017-10-01,WSN,9
2018-04-01,WSN,6
2018-05-01,WSN,29
2018-06-01,WSN,31
2018-07-01,WSN,37
2018-08-01,WSN,39
2018-09-01,WSN,40
2018-10-01,WSN,3
2019-04-01,WSN,3
2019-05-01,WSN,26
2019-06-01,WSN,32
2019-07-01,WSN,34
2019-08-01,WSN,32
2019-09-01,WSN,32
2019-10-01,WSN,5
2020-04-01,WSN,0
2020-05-01,WSN,0
2020-06-01,WSN,0
2020-07-01,WSN,0
2020-08-01,WSN,4
2020-09-01,WSN,5
2020-10-01,WSN,5
2021-04-01,WSN,1
2021-05-01,WSN,5
2021-06-01,WSN,21
2021-07-01,WSN,30
2021-08-01,WSN,36
2021-09-01,WSN,31
2021-10-01,WSN,20
2022-04-01,WSN,2
2022-05-01,WSN,30
2022-06-01,WSN,29
2022-07-01,WSN,38
2022-08-01,WSN,39
2022-09-01,WSN,42
2022-10-01,WSN,40
2023-04-01,WSN,13
2023-05-01,WSN,40
2023-06-01,WSN,34
2023-07-01,WSN,40
2023-08-01,WSN,47
2023-09-01,WSN,40
2023-10-01,WSN,36
2024-04-01,WSN,18
2024-05-01,WSN,36
2024-06-01,WSN,29
2024-07-01,WSN,36
2024-08-01,WSN,33
2024-09-01,WSN,37
2024-10-01,WSN,25
2025-04-01,WSN,16
2025-05-01,WSN,31
2025-06-01,WSN,30
2025-07-01,WSN,35
2025-08-01,WSN,31
2025-09-01,WSN,36
2025-10-01,WSN,23
2026-04-01,WSN,16
