game_date,home_team,away_team,game_number,game_id,home_offense_re24_15g,away_offense_re24_15g,home_sp_re24_last3,away_sp_re24_last3,home_bullpen_re24_15d,away_bullpen_re24_15d,offense_re24_diff,sp_re24_diff,bullpen_re24_diff
2015-04-17,SFG,ARI,1,SFN201504170,-1.298140589543912,-0.2008822222040089,,-1.1254236241290225,0.2865833122616792,,-1.097258367339903,,
2015-04-17,STL,CIN,1,SLN201504170,-0.40118596092022785,-0.7324265849110062,,2.1024541509742916,0.5505758427154415,0.24970662982087952,0.33124062399077836,,0.3008692128945619
2015-04-17,TBR,NYY,1,TBA201504170,0.16242217616101268,0.5161627879445333,-0.7970330505029992,,-0.5360883143096538,0.047661409100883664,-0.3537406117835206,,-0.5837497234105374
2015-04-17,TOR,ATL,1,TOR201504170,1.0485677354689753,-0.06281027856114142,-0.6723358180805585,-0.5168603410779606,-0.009694138658208696,1.314372049729235,1.1113780140301168,-0.1554754770025979,-1.3240661883874438
2015-04-17,WSN,PHI,1,WAS201504170,-0.42195483230307185,-1.4004060533539715,0.9159665481298115,,0.22169600266052142,0.3700992107632392,0.9784512210508997,,-0.1484032081027178
2015-04-18,BOS,BAL,1,BOS201504180,1.0096060492059837,0.6662162112363497,-2.28743200353965,-1.1567351231533813,0.6901253305193114,-0.8229538528441491,0.34338983796963407,-1.1306968803862685,1.5130791833634605
2015-04-18,CHC,SDP,1,CHN201504180,-0.3237753663485727,0.1852756746476728,,0.1223738931849205,0.9811363345369154,0.30213062061299784,-0.5090510409962454,,0.6790057139239176
2015-04-18,DET,CHW,1,DET201504180,1.0982029664675212,-1.2347861377150555,0.7973839135612423,,0.36247284039697425,-0.25146787838923257,2.3329891041825768,,0.6139407187862068
2015-04-18,HOU,LAA,1,HOU201504180,-1.616178292908878,-0.4333813856204058,2.1024541509742916,-0.4807019476115546,0.8493689651467168,0.5503643177617605,-1.182796907288472,2.583156098585846,0.29900464738495625
2015-04-18,KCR,ATH,1,KCA201504180,2.2815300562250167,1.0470480713003332,0.9095444796042185,-1.1082075810340812,1.2400678279052206,0.4720191427719395,1.2344819849246835,2.0177520606382995,0.7680486851332811
2015-04-18,LAD,COL,1,LAN201504180,0.8557007047115224,0.39230308751924786,2.3808502830475566,0.11376962389099601,0.20928790824488624,0.8598367087595834,0.4633976171922745,2.2670806591565604,-0.6505488005146971
2015-04-18,MIN,CLE,1,MIN201504180,-1.1997710235689192,-0.9346520549262173,-0.6082075810340811,,-0.44660211429415464,-0.030670868030725235,-0.2651189686427019,,-0.4159312462634294
2015-04-18,NYM,MIA,1,NYN201504180,-0.06326765885471809,-0.518573844246169,1.9718927369261965,-3.685456961852964,0.7074644189854625,-0.5368540484827006,0.45530618539145096,5.657349698779161,1.244318467468163
2015-04-18,PIT,MIL,1,PIT201504180,-0.8888696226812322,-1.6797742644352671,,-2.52430717977422,0.45957276804657976,-0.3829628010391751,0.790904641754035,,0.8425355690857549
2015-04-18,SEA,TEX,1,SEA201504180,-1.2883639551354313,-0.7857102384068159,0.6592464151208214,0.6934966048529314,-0.0038233398041183863,0.3082745545188249,-0.5026537167286155,-0.034250189732110026,-0.31209789432294327
2015-04-18,SFG,ARI,1,SFN201504180,-1.5223680089720217,0.2713726924264392,1.3980588216354055,-1.2916757008094066,0.08777427656997956,0.29053473716605405,-1.793740701398461,2.6897345224448124,-0.2027604605960745
2015-04-18,STL,CIN,1,SLN201504180,-0.08390550824328723,-0.9580708886880288,,,0.5878913570478302,0.06905674042413856,0.8741653804447416,,0.5188346166236917
2015-04-18,TBR,NYY,1,TBA201504180,0.05775928535717226,0.46565954688195665,2.778581227671201,-2.005565188659384,-0.5080047454256961,0.2644991361175304,-0.4079002615247844,4.784146416330585,-0.7725038815432265
2015-04-18,TOR,ATL,1,TOR201504180,1.1360734301825928,0.24458378702684946,1.1557757323138205,0.5674860472410507,-0.08719123552037887,1.1602179390976997,0.8914896431557433,0.5882896850727698,-1.2474091746180784
2015-04-18,WSN,PHI,1,WAS201504180,-0.16047365544168002,-1.4539027414746315,-2.2096011467331653,1.9718927369261965,0.1509243420416986,0.18460139229025485,1.2934290860329516,-4.181493883659362,-0.033677050248556245
2015-04-19,BOS,BAL,1,BOS201504190,0.6543767683489323,0.5157538626983876,-0.3975458490257082,2.194362680203077,0.6573524102503203,-0.5529091116943964,0.1386229056505447,-2.5919085292287853,1.2102615219447168
2015-04-19,CHC,SDP,1,CHN201504190,-0.13811914753777643,0.1878084090996566,-2.81187020210952,-2.553753183511989,0.7046265690099591,0.19291036046852553,-0.325927556637433,-0.258117018597531,0.5117162085414336
2015-04-19,DET,CHW,1,DET201504190,0.9084690947267255,-0.5101944862116732,3.045661886827762,-0.545148914218065,0.2798120320340211,-0.1933587697942682,1.4186635809383987,3.590810801045827,0.4731708018282893
2015-04-19,HOU,LAA,1,HOU201504190,-1.5219874448265671,-0.7566075889895718,-1.3862303761090042,,0.8930284417297799,0.3754883317482379,-0.7653798558369953,,0.517540109981542
2015-04-19,KCR,ATH,1,KCA201504190,1.7114937217789938,0.9607215968018693,-1.096506217019405,2.3808502830475566,1.3697150963442755,0.5632499205990736,0.7507721249771245,-3.4773565000669615,0.8064651757452018
2015-04-19,LAD,COL,1,LAN201504190,1.091940469117042,0.17583284113738606,-1.1733616941242384,1.1844699288704823,0.27911346696504125,0.680434778118434,0.916107627979656,-2.3578316229947207,-0.40132131115339276
2015-04-19,MIN,CLE,1,MIN201504190,-1.2715072598518569,-0.8400738117017188,,,-0.3709274363819455,0.10535853952838839,-0.43143344815013807,,-0.47628597591033384
2015-04-19,NYM,MIA,1,NYN201504190,-0.02013384451913841,-0.47443182578242427,0.6592464151208214,0.40973366581721465,0.38904367337891904,-0.5479809438124413,0.45429798126328585,0.24951274930360673,0.9370246171913603
2015-04-19,PIT,MIL,1,PIT201504190,-0.675850737603644,-1.7078738424576274,0.14546935303458097,-0.6541178206856846,0.3671759469381152,-0.2675647762440737,1.0320231048539834,0.7995871737202656,0.6347407231821889
2015-04-19,SEA,TEX,1,SEA201504190,-1.194557756043555,-0.9693068537630172,-0.23773235152101269,-2.656403932575238,0.07710746124234151,0.38687020198817107,-0.2252509022805378,2.4186715810542254,-0.30976274074582955
2015-04-19,SFG,ARI,1,SFN201504190,-1.5268073132052096,-0.0003141671658667781,1.0494619701273458,-1.248331561834934,0.12923229157328975,0.3210978039339593,-1.5264931460393427,2.29779353196228,-0.19186551236066957
