date,matchup,home_score,away_score,bet_side,stake,odds,model_prob,vegas_prob,edge,odds_bucket,edge_threshold,policy_reason,won,game_pnl,bankroll,home_team,away_team,side_home_away,is_favorite,sp_name,opp_sp_name,sp_throws,opp_sp_throws,close_prob,clv_prob,season_phase
2025-07-10,NYM @ BAL,3.0,1.0,,0.0,118.0,0.4604,0.4389,0.0215,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,NYM @ BAL,3.0,1.0,,0.0,118.0,0.4604,0.4389,0.0215,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,NYM @ BAL,3.0,1.0,,0.0,118.0,0.4604,0.4389,0.0215,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,MIA @ CIN,6.0,0.0,,0.0,139.7,0.429,0.3995,0.0296,+130:+170,0.06,edge <= 6% threshold,,0.0,92.74,CIN,MIA,away,False,Cal Quantrill,Nick Lodolo,R,L,,,mid
2025-07-10,CHC @ MIN,1.0,8.0,,0.0,,,,,,,missing odds,,0.0,92.74,MIN,CHC,,,,,,,,,
2025-07-10,NYM @ BAL,3.0,1.0,,0.0,118.0,0.4604,0.4389,0.0215,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,TEX @ LAA,4.0,11.0,,0.0,,,,,,,missing odds,,0.0,92.74,LAA,TEX,,,,,,,,,
2025-07-10,NYM @ BAL,7.0,3.0,,0.0,118.0,0.4604,0.4389,0.0215,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,SEA @ NYY,6.0,5.0,,0.0,,,,,,,missing odds,,0.0,92.74,NYY,SEA,,,,,,,,,
2025-07-10,WSN @ STL,8.0,1.0,,0.0,-144.8,0.5818,0.5658,0.016,-180:-140,,-180:-140 excluded by static_underdog_130_170,,0.0,92.74,STL,WSN,home,True,Miles Mikolas,Mike Soroka,R,R,,,mid
2025-07-10,TBR @ BOS,4.0,3.0,,0.0,-115.2,0.5152,0.5105,0.0047,-140:-115,,-140:-115 excluded by static_underdog_130_170,,0.0,92.74,BOS,TBR,home,True,Walker Buehler,Taj Bradley,R,R,,,mid
2025-07-10,ARI @ SDP,4.0,3.0,,0.0,104.5,0.5299,0.4688,0.0611,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,SDP,ARI,home,False,Randy Vasquez,Eduardo Rodriguez,R,R,,,mid
2025-07-10,NYM @ BAL,7.0,3.0,,0.0,118.0,0.4565,0.4389,0.0176,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,NYM @ BAL,7.0,3.0,,0.0,118.0,0.4556,0.4389,0.0167,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,NYM @ BAL,7.0,3.0,,0.0,118.0,0.4565,0.4389,0.0176,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,NYM @ BAL,7.0,3.0,,0.0,118.0,0.4604,0.4389,0.0215,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,NYM @ BAL,7.0,3.0,,0.0,118.0,0.4604,0.4389,0.0215,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,NYM @ BAL,7.0,3.0,,0.0,118.0,0.4604,0.4389,0.0215,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-10,NYM @ BAL,7.0,3.0,,0.0,118.0,0.4556,0.4389,0.0167,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,NYM,home,False,Charlie Morton,David Peterson,R,L,,,mid
2025-07-11,WSN @ MIL,8.0,3.0,,0.0,-205.5,0.6925,0.6436,0.0489,<-180,,<-180 excluded by static_underdog_130_170,,0.0,92.74,MIL,WSN,home,True,DL Hall,Mitchell Parker,L,L,,,mid
2025-07-11,CLE @ CHW,2.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
2025-07-11,CLE @ CHW,2.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
2025-07-11,CLE @ CHW,2.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
2025-07-11,CLE @ CHW,2.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
2025-07-11,TBR @ BOS,5.0,4.0,,0.0,-111.0,0.5204,0.5035,0.0169,-115:+100,,-115:+100 excluded by static_underdog_130_170,,0.0,92.74,BOS,TBR,home,True,Hunter Dobbins,Drew Rasmussen,R,R,,,mid
2025-07-11,CLE @ CHW,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
2025-07-11,NYM @ KCR,3.0,8.0,,0.0,113.2,0.4876,0.4493,0.0383,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,KCR,NYM,home,False,Michael Wacha,Kodai Senga,R,R,,,mid
2025-07-11,CLE @ CHW,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
2025-07-11,CLE @ CHW,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
2025-07-11,CLE @ CHW,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
2025-07-11,CLE @ CHW,2.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
2025-07-11,PHI @ SDP,4.0,2.0,,0.0,135.0,0.4477,0.4072,0.0405,+130:+170,0.06,edge <= 6% threshold,,0.0,92.74,SDP,PHI,home,False,Ryan Bergert,Ranger Suarez,R,L,,,mid
2025-07-11,CLE @ CHW,2.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
