date,matchup,home_score,away_score,bet_side,stake,odds,model_prob,vegas_prob,edge,odds_bucket,edge_threshold,policy_reason,won,game_pnl,bankroll,home_team,away_team,side_home_away,is_favorite,sp_name,opp_sp_name,sp_throws,opp_sp_throws,close_prob,clv_prob,season_phase
2025-05-10,TEX @ DET,3.0,10.0,,0.0,,,,,,,missing odds,,0.0,97.49,DET,TEX,,,,,,,,,
2025-05-10,BOS @ KCR,1.0,10.0,,0.0,,,,,,,missing odds,,0.0,97.49,KCR,BOS,,,,,,,,,
2025-05-10,CIN @ HOU,9.0,13.0,,0.0,-127.3,0.5655,0.5377,0.0278,-140:-115,,-140:-115 excluded by static_underdog_130_170,,0.0,97.49,HOU,CIN,home,True,Lance McCullers,Brady Singer,R,R,,,mid
2025-05-10,SDP @ COL,0.0,21.0,,0.0,197.5,0.3951,0.3226,0.0725,+170+,,+170+ excluded by static_underdog_130_170,,0.0,97.49,COL,SDP,home,False,Bradley Blalock,Stephen Kolek,R,R,,,mid
2025-05-10,STL @ WSN,2.0,4.0,,0.0,,,,,,,missing odds,,0.0,97.49,WSN,STL,,,,,,,,,
2025-05-10,LAD @ ARI,3.0,0.0,,0.0,-103.8,0.5163,0.4881,0.0282,-115:+100,,-115:+100 excluded by static_underdog_130_170,,0.0,97.49,ARI,LAD,away,True,Dustin May,Corbin Burnes,R,R,,,mid
2025-05-10,BAL @ LAA,5.0,2.0,,0.0,120.8,0.4737,0.4356,0.0381,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,97.49,LAA,BAL,home,False,Jack Kochanowicz,Kyle Gibson,R,R,,,mid
2025-05-11,CHC @ NYM,6.0,2.0,,0.0,-128.8,0.6328,0.5409,0.0919,-140:-115,,-140:-115 excluded by static_underdog_130_170,,0.0,97.49,NYM,CHC,home,True,Griffin Canning,Matt Boyd,R,L,,,mid
2025-05-11,CIN @ HOU,6.0,0.0,,0.0,125.3,0.4488,0.4257,0.0231,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,97.49,HOU,CIN,away,False,Chase Petty,Ronel Blanco,R,R,,,mid
2025-05-11,SFG @ MIN,7.0,6.0,SFG,2.43,135.3,0.4824,0.4072,0.0751,+130:+170,0.06,static_underdog_130_170: +130:+170 edge > 6%,False,-2.43,95.06,MIN,SFG,away,False,Landen Roupp,Pablo Lopez,R,R,,,mid
2025-05-11,MIL @ TBR,2.0,4.0,,0.0,123.3,0.5399,0.4297,0.1102,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,95.06,TBR,MIL,away,False,Chad Patrick,Drew Rasmussen,R,R,,,mid
2025-05-11,ATL @ PIT,4.0,3.0,,0.0,-169.7,0.5887,0.5884,0.0003,-180:-140,,-180:-140 excluded by static_underdog_130_170,,0.0,95.06,PIT,ATL,away,True,Chris Sale,Carmen Mlodzinski,L,R,,,mid
2025-05-11,SDP @ COL,9.0,3.0,,0.0,248.7,0.3908,0.2749,0.116,+170+,,+170+ excluded by static_underdog_130_170,,0.0,95.06,COL,SDP,home,False,German Marquez,Nick Pivetta,R,R,,,mid
2025-05-11,PHI @ CLE,0.0,3.0,,0.0,143.8,0.4441,0.3924,0.0517,+130:+170,0.06,edge <= 6% threshold,,0.0,95.06,CLE,PHI,home,False,Luis Ortiz,Zack Wheeler,R,R,,,mid
2025-05-11,BAL @ LAA,3.0,7.0,,0.0,121.5,0.4943,0.4333,0.061,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,95.06,LAA,BAL,home,False,Tyler Anderson,Zach Eflin,L,R,,,mid
2025-05-11,TOR @ SEA,1.0,9.0,,0.0,151.2,0.4079,0.3806,0.0273,+130:+170,0.06,edge <= 6% threshold,,0.0,95.06,SEA,TOR,away,False,Jose Urena,Bryce Miller,R,R,,,mid
